t2m
-38.069369999999964
-37.86819999999997
-38.12101999999999
-38.06376999999998
-38.68071999999998
-38.747559999999964
-38.18644999999998
-37.72939999999997
-37.53073999999998
-37.74145999999999
-38.69131999999999
-38.67468999999997
-38.39265999999998
-38.07406999999998
-37.47079999999997
-37.29983999999999
-36.85580999999999
-36.92100999999997
-37.21909999999997
-36.93187999999998
-37.59651999999997
-38.00064999999998
-38.352449999999976
-38.70333999999997
-39.20572999999999
-39.94829999999999
-40.52822999999998
-41.00724999999997
-41.30893999999998
-41.71653999999998
-42.04121999999998
-42.17782999999997
-42.56633999999997
-42.90968999999998
-43.08726999999999
-43.00532999999999
-42.966129999999964
-43.09352999999999
-43.29031999999998
-43.644739999999985
-43.937929999999966
-44.050899999999984
-44.214939999999984
-44.61210999999997
-44.75198999999998
-44.923359999999974
-44.946549999999974
-44.905219999999986
-45.027349999999984
-45.06929999999997
-44.85192999999998
-44.80786999999998
-44.93184999999997
-44.95367999999999
-44.90742999999998
-44.691899999999976
-44.557319999999976
-44.39170999999999
-44.30609999999999
-44.21264999999997
-44.14750999999998
-44.19282999999999
-44.165749999999974
-44.03306999999998
-43.845339999999965
-43.82147999999998
-43.73664999999997
-43.834269999999975
-43.97665999999998
-43.98112999999998
-43.930649999999986
-44.01324999999997
-44.01909999999998
-44.05934999999997
-44.078089999999975
-44.07789999999997
-44.13594999999998
-44.07780999999997
-44.31794999999997
-44.956489999999974
-45.27485999999999
-45.33520999999999
-45.04609999999997
-44.86561999999998
-45.01738999999998
-44.884919999999966
-44.73404999999997
-44.408679999999976
-44.41748999999999
-44.47871999999998
-44.13702999999998
-43.87938999999997
-43.89764999999997
-44.15196999999998
-44.292599999999965
-44.496789999999976
-44.994939999999986
-45.002459999999985
-45.04541999999998
-45.146019999999965
-45.23362999999998
-45.275439999999975
-45.38214999999997
-45.82048999999998
-46.00729999999999
-46.072059999999965
-46.04571999999999
-46.003229999999974
-45.64059999999998
-45.439179999999965
-45.08058999999997
-44.68170999999998
-44.15893999999997
-43.47790999999998
-42.82510999999997
-41.72598999999997
-41.510489999999976
-41.068119999999965
-40.68716999999998
-40.65203999999997
-40.55491999999998
-40.76992999999999
-41.16824999999997
-41.666679999999985
-42.141899999999964
-42.42283999999998
-42.58517999999998
-42.54696999999999
-42.08958999999999
-41.49874999999997
-41.27438999999998
-41.366739999999965
-41.51002999999997
-41.70229999999998
-41.627099999999984
-41.38522999999998
-41.13702999999998
-40.94868999999997
-40.61471999999998
-40.74527999999998
-40.57365999999999
-39.926729999999964
-39.132499999999965
-38.577759999999984
-38.31124999999997
-38.36522999999997
-38.55151999999998
-38.578569999999985
-37.807439999999986
-37.06094999999999
-36.70196999999999
-36.18937999999997
-36.041139999999984
-35.871789999999976
-35.82589999999999
-35.99165999999997
-36.07145999999997
-36.32693999999998
-36.27787999999998
-36.110329999999976
-36.316959999999966
-36.43516999999997
-36.65214999999998
-37.43373999999997
-38.04855999999998
-38.86789999999996
-39.49142999999998
-39.99559999999997
-40.27169999999998
-40.714939999999984
-41.16803999999999
-41.52581999999998
-41.838839999999976
-41.43409999999997
-41.79646999999997
-40.70158999999998
-40.90853999999999
-40.89468999999997
-40.60994999999997
-40.156769999999966
-39.61895999999999
-38.836449999999985
-38.37413999999998
-38.002249999999975
-37.55360999999996
-36.82212999999999
-35.88340999999997
-34.55139999999997
-33.84679999999997
-33.82194999999999
-33.654709999999966
-33.47289999999998
-33.30905999999999
-33.48674999999997
-33.59099999999998
-33.70082999999997
-34.076209999999975
-34.574959999999976
-35.13275999999999
-35.06410999999997
-35.535829999999976
-35.99841999999998
-36.24913999999998
-36.71086999999997
-37.016489999999976
-36.93182999999999
-37.57013999999998
-38.01628999999997
-38.44449999999998
-38.40477999999999
-38.60943999999998
-39.42976999999999
-39.292009999999976
-39.11296999999999
-38.62144999999998
-38.04757999999998
-37.51336999999998
-36.61084999999997
-36.246249999999975
-35.88583999999997
-35.55529999999999
-35.422859999999986
-35.293049999999965
-35.27655999999999
-36.25390999999999
-37.08842999999999
-37.41290999999998
-37.761859999999984
-38.24885999999998
-38.67915999999997
-39.202639999999974
-39.78347999999997
-40.14987999999997
-40.46971999999997
-40.78506999999999
-41.84977999999998
-42.222039999999964
-42.57457999999997
-42.41113999999999
-42.48204999999999
-42.71226999999999
-42.844089999999966
-43.06230999999997
-43.21400999999997
-43.40179999999998
-43.597339999999974
-43.720189999999974
-42.70092999999997
-42.84409999999997
-42.989299999999986
-42.64845999999997
-43.001559999999984
-42.92704999999998
-43.213799999999964
-43.30943999999997
-43.243059999999986
-43.389429999999976
-43.70211999999998
-43.25348999999997
-42.53747999999999
-42.99917999999997
-43.79890999999998
-43.92399999999998
-44.17845999999997
-44.37619999999998
-44.580389999999966
-44.51429999999996
-44.589969999999965
-44.76369999999997
-44.99464999999998
-45.15705999999997
-44.58917999999997
-44.604209999999966
-44.674499999999966
-44.556389999999965
-44.414799999999985
-44.123459999999966
-44.17044999999999
-44.27891999999997
-44.36639999999997
-44.305669999999964
-44.47061999999997
-44.90597999999997
-45.73727999999997
-45.88418999999999
-45.79072999999997
-45.705599999999976
-45.484339999999975
-45.52424999999997
-45.560479999999984
-45.60714999999999
-45.37892999999997
-44.77058999999997
-44.21130999999997
-43.52089999999998
-43.571339999999964
-43.360919999999965
-43.20613999999998
-43.070929999999976
-42.896049999999974
-42.73771999999997
